,AIRMASS,BERV,BERV_DRS,BIS,BJD,BJD_DRS,CONTRAST_DRS,CRX,DPR_TYPE,DRIFT,DRIFT_LAMP,EXPTIME,E_MLCRX,FWHM_DRS,Halpha,MASK,MLCRX,NZP_drs,NZP_mlc,NaD1,NaD2,OBHAB,PROGID,PROGPI,RVGUESS,RV_drs,RV_drs_nzp,RV_mlc,RV_mlc_j,RV_mlc_nzp,SA,SNR_DRS,THAR_FP,TIMEID,TMMEAN,dLW,dNZP_drs,dNZP_mlc,e_CRX,e_DRIFT,e_Halpha,e_NaD1,e_NaD2,e_RV_drs,e_RV_drs_nzp,e_RV_mlc,e_RV_mlc_j,e_RV_mlc_nzp,e_dLW,f_RV,target
30,-9999999.0,7.51133594287,7.50669136402,-0.00902116781568,2453936.8358299998,2453936.83517,41.1022016868,4.875383751863686,"STAR,WAVE,G2.5V",-0.503,-9999999.0,120.0006,4.9800510977900005,7.05491798516,0.4342619440677155,G2,4.8353964784,-0.092,-0.1,0.34249858596638205,0.4556590264709306,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12544.7149246,12543.153,-23.0743184288,-23.0743184288,-12.985999999999999,1.6540000000000001,197.8,HARPS_ech_obs_thosimult,2006-07-20T08:00:16.148,0.41,-18.1186642461,-9999999.0,0.44,5.060077170279053,-9999999.0,0.0003718656237780377,0.0005170225318526343,0.0006734216059804032,0.384799132513,0.693,0.504893488241,0.504893488241,0.67,1.11327439025,0.0,GJ136
31,-9999999.0,7.51018334302,7.5055399855800005,-0.005687735466649999,2453936.83762,2453936.83696,41.104218143699995,4.485388927750397,"STAR,WAVE,G2.5V",-0.292,-9999999.0,120.0008,4.4286775549,7.05549226247,0.43340152623163947,G2,4.463166237769999,-0.095,-0.10099999999999999,0.34281150003432714,0.4551377392423041,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12545.1059759,12543.546999999999,-23.3344471771,-23.3344471771,-13.245999999999999,1.6540000000000001,208.2,HARPS_ech_obs_thosimult,2006-07-20T08:02:51.086,0.41,-19.0949381568,-9999999.0,0.44,4.5164318651900075,-9999999.0,0.00035227056154765144,0.0004913502916631143,0.000639026251565581,0.36634618121,0.6829999999999999,0.480958773623,0.480958773623,0.652,1.0816124582100002,0.0,GJ136
32,-9999999.0,7.509017408739999,7.504368686219999,-0.0067650554528,2453936.8394,2453936.83875,41.1081682378,3.7600425692290664,"STAR,WAVE,G2.5V",-0.16899999999999998,-9999999.0,119.9994,3.9853290946699995,7.052273274330001,0.433931979419968,G2,3.72475793698,-0.099,-0.10099999999999999,0.3430870456962022,0.455885531577747,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12543.568889799999,12542.014,-24.5949310406,-24.5949310406,-14.505999999999998,1.6540000000000001,211.6,HARPS_ech_obs_thosimult,2006-07-20T08:05:25.023,0.41,-20.8202048958,-9999999.0,0.44,4.087282159339378,-9999999.0,0.00034765843588512133,0.0004837187729465446,0.0006294242799433817,0.360169025925,0.68,0.470828345204,0.470828345204,0.645,1.17740547854,0.0,GJ136
33,-9999999.0,3.14684374077,3.14131953255,-0.010345144030499999,2453973.847,2453973.84635,41.1083245033,19.855343341761913,"STAR,WAVE,G2.5V",0.0,-9999999.0,120.0,7.0381471429,7.06103340091,0.4335294968466569,G2,19.8486251332,-0.442,-0.18600000000000003,0.3349879577420841,0.4671779182754071,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12547.224669,12545.951000000001,-19.1342791003,-19.1342791003,-8.96,1.716,135.5,HARPS_ech_obs_thosimult,2006-08-26T08:15:22.892,0.42,-18.5325695191,-9999999.0,0.8740000000000001,7.0588801122056175,-9999999.0,0.0005491269846620676,0.0007627244449125651,0.000993902600294666,0.554241727234,1.146,0.722618105696,0.722618105696,1.1340000000000001,1.4386027669299999,0.0,GJ136
34,-9999999.0,3.14460778078,3.13909917387,-0.007727307001479999,2453973.8488,2453973.8481400004,41.1150173669,9.408694790330305,"STAR,WAVE,G2.5V",0.0,-9999999.0,119.9998,6.18856721924,7.06200813332,0.4343206975386,G2,9.409662515219999,-0.446,-0.187,0.3367175327792222,0.4669202311643696,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12549.3935959,12548.124,-18.034618121199998,-18.034618121199998,-7.861000000000001,1.716,158.8,HARPS_ech_obs_thosimult,2006-08-26T08:17:59.810,0.41,-19.074213599100002,-9999999.0,0.8740000000000001,6.211603876951579,-9999999.0,0.00046740540205206514,0.0006506232569554773,0.0008456193903575571,0.477426500783,1.111,0.619092037857,0.619092037857,1.071,1.3159441292899998,0.0,GJ136
35,-9999999.0,3.1423455172500003,3.13682869523,-0.0104827653048,2453973.85062,2453973.84996,41.0971919826,14.886367326240435,"STAR,WAVE,G2.5V",0.0,-9999999.0,120.0001,5.36215082379,7.06455436115,0.4342898220129421,G2,14.9031733971,-0.449,-0.187,0.3354185947610279,0.4655064553390662,HARPS_ech_obs_all,077.C-0530(A),UNKNOWN,12.5,12548.693108399999,12547.426000000001,-19.0061353316,-19.0061353316,-8.831,1.716,156.4,HARPS_ech_obs_thosimult,2006-08-26T08:20:35.547,0.42,-16.0535075287,-9999999.0,0.8740000000000001,5.3858224287069705,-9999999.0,0.0004748476912795,0.0006593488561288451,0.0008573121667003295,0.484514834775,1.114,0.626142572017,0.626142572017,1.075,1.41873940393,0.0,GJ136
36,-9999999.0,-6.65406620732,-6.65883522546,-0.0172219138802,2454043.62367,2454043.6230099997,41.0870883198,13.881021423173435,"STAR,DARK,G2V",0.0,-9999999.0,60.0017,7.41342562874,7.05913093776,0.4316130909331103,G2,13.8532015436,0.8240000000000001,0.747,0.342166106218234,0.4623441427876053,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12559.257819299999,12556.601999999999,-8.51537268461,-8.51537268461,0.725,1.8319999999999999,120.3,HARPS_ech_obs_objA,2006-11-04T02:54:57.736,0.36,-12.8453429577,-9999999.0,0.8740000000000001,7.4207922843634915,-9999999.0,0.0006189269272553838,0.0008606950467824205,0.0011170448894587805,0.623441913886,1.181,0.810146241427,0.810146241427,1.1909999999999998,1.8855981077900001,0.0,GJ136
37,-9999999.0,-7.9887483036699996,-7.993565985039999,-0.00826432143416,2454057.63586,2454057.6352,41.145112394499996,13.17538886794117,"STAR,DARK,G2V",0.0,-9999999.0,60.0027,7.453323795619999,7.0614638010699995,0.4323704839408162,G2,13.159117820399999,0.575,0.485,0.3351715871718751,0.4526302790854851,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12546.826948200001,12544.396,-21.3900118239,-21.3900118239,-11.887,1.8559999999999999,115.5,HARPS_ech_obs_objA,2006-11-18T03:13:00.374,0.37,-22.9340824531,-9999999.0,0.8740000000000001,7.495448101095346,-9999999.0,0.0006470423682383168,0.0008996963593455863,0.0011668160346529554,0.649825681364,1.195,0.8441638803899999,0.8441638803899999,1.215,1.8593052131099999,0.0,GJ136
38,-9999999.0,-7.98920990235,-7.99528911337,-0.013008954491700002,2454058.56732,2454058.56666,41.152426093,10.111058642106864,"STAR,WAVE,G2.5V",0.209,-9999999.0,119.9987,5.81067424467,7.05626879452,0.4316318695046561,G2,10.0856966768,0.54,0.275,0.3355746639849156,0.4560824369392762,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12544.315681999999,12541.919,-22.312345712600003,-22.312345712600003,-12.6,1.857,146.1,HARPS_ech_obs_thosimult,2006-11-19T01:33:52.469,0.42,-24.1238868469,-9999999.0,0.8740000000000001,5.874074739529427,-9999999.0,0.0005067827060216526,0.0007068323698376188,0.0009202833681458119,0.517058872643,1.128,0.665479646762,0.665479646762,1.0979999999999999,1.53051224278,0.0,GJ136
39,-9999999.0,-7.99099177778,-7.997077889400001,-0.012303454289299999,2454058.56911,2454058.56845,41.1467307101,9.276231391833646,"STAR,WAVE,G2.5V",-0.033,-9999999.0,120.0034,5.0539169604300005,7.05274193903,0.4315859231206887,G2,9.25836814923,0.536,0.275,0.3367439262333225,0.4544268411711338,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12545.257785299998,12542.865,-21.2391069219,-21.2391069219,-11.527000000000001,1.857,151.7,HARPS_ech_obs_thosimult,2006-11-19T01:36:26.507,0.42,-23.9289688421,-9999999.0,0.8740000000000001,5.120881907741583,-9999999.0,0.0004882844518288513,0.0006813501476699214,0.0008846534137018045,0.498832150121,1.12,0.643016458769,0.643016458769,1.085,1.4446570809900001,0.0,GJ136
40,-9999999.0,-7.99278907868,-7.99888211993,-0.013196699000299999,2454058.57089,2454058.5702400003,41.144178748200005,0.5061209616171121,"STAR,WAVE,G2.5V",0.10400000000000001,-9999999.0,119.9996,5.41242781076,7.05584070352,0.4320186569842479,G2,0.48898738355800003,0.5329999999999999,0.27399999999999997,0.3353267625868733,0.4556169041517448,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12544.842787200001,12542.453000000001,-21.1326251125,-21.1326251125,-11.42,1.857,161.7,HARPS_ech_obs_thosimult,2006-11-19T01:39:00.626,0.42,-24.1571458867,-9999999.0,0.8740000000000001,5.48355944734614,-9999999.0,0.00045787663644374197,0.0006375021184513138,0.0008305277778188481,0.46992858522299996,1.1079999999999999,0.6060617485800001,0.6060617485800001,1.063,1.2385794872700002,0.0,GJ136
41,-9999999.0,-8.926548859439999,-8.931413539960001,-0.0149680629025,2454076.5677099996,2454076.56704,41.1023660752,15.835093524709508,"STAR,DARK,G2V",0.0,-9999999.0,59.9987,6.398826617109999,7.06314821632,0.43534316095813497,G2,15.812580354300001,0.528,0.929,0.33330114362078594,0.4620547338159754,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12557.5320795,12555.116000000002,-9.159464857489999,-9.159464857489999,-0.10099999999999999,1.8880000000000001,142.3,HARPS_ech_obs_objA,2006-12-07T01:35:37.760,0.38,-23.1055074544,-9999999.0,0.841,6.414494635288841,-9999999.0,0.0005206985049765392,0.0007250281041979496,0.0009422133078239881,0.54642749676,1.1420000000000001,0.71066066152,0.71066066152,1.101,1.5665607964700001,0.0,GJ136
42,-9999999.0,-8.96158811563,-8.9674476831,-0.0161439485537,2454076.59783,2454076.59715,41.1615789216,16.847863817450108,"STAR,WAVE,G2.5V",0.406,-9999999.0,120.0013,27.542139728000002,7.062066581310001,0.43753882770235136,G2,16.9653810544,0.47,0.9209999999999999,0.3427333217762698,0.4623745975332402,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12556.7966845,12554.438999999998,-10.112507488,-10.112507488,-1.046,1.8880000000000001,34.4,HARPS_ech_obs_thosimult,2006-12-07T02:18:38.551,0.37,-39.762390886999995,-9999999.0,0.841,27.55567101335693,-9999999.0,0.0022734605922896355,0.0033170835486079943,0.004201949355448792,2.72745373619,2.906,3.2324757432899998,3.2324757432899998,3.34,7.941173861539999,0.0,GJ136
43,-9999999.0,-8.96376673375,-8.96964598925,-0.0159787960124,2454076.59966,2454076.599,41.0810157079,14.638236079832131,"STAR,WAVE,G2.5V",0.754,-9999999.0,119.9991,4.00569632872,7.06462516349,0.4382153570657962,G2,14.6103503801,0.466,0.92,0.3333278602587077,0.4616794927527199,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12557.369195799998,12555.015,-9.17697640914,-9.17697640914,-0.11,1.8880000000000001,214.5,HARPS_ech_obs_thosimult,2006-12-07T02:21:09.520,0.43,-19.2163663743,-9999999.0,0.841,4.030475401457241,-9999999.0,0.0003481471713053674,0.0004797895298665164,0.0006235877436679282,0.360693925209,1.0659999999999998,0.467039887903,0.467039887903,0.9620000000000001,0.8304649274699999,0.0,GJ136
44,-9999999.0,-8.96586418257,-8.97173802617,-0.014675000183399999,2454076.60142,2454076.60076,41.0783175956,3.874620969645629,"STAR,WAVE,G2.5V",0.782,-9999999.0,120.0004,4.42730866449,7.0649254817,0.4388013128072797,G2,3.8597592870199997,0.46299999999999997,0.92,0.33352331918015155,0.4623194083449888,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12558.5457286,12556.195,-7.799559271260001,-7.799559271260001,1.268,1.8880000000000001,212.2,HARPS_ech_obs_thosimult,2006-12-07T02:23:41.528,0.43,-18.4145163227,-9999999.0,0.841,4.449458455431278,-9999999.0,0.00035564988749010493,0.00048581711565351865,0.0006315565017224379,0.35756608919,1.065,0.461711609236,0.461711609236,0.9590000000000001,1.03724205893,0.0,GJ136
45,-9999999.0,-8.81922636623,-8.82413082784,-0.00699257779917,2454100.58146,2454100.58079,40.902328916500004,5.172125112980255,"STAR,DARK,G2V",0.0,-9999999.0,60.0005,5.5154002888900004,7.099395156789999,0.4367760670827968,G2,5.16529784424,1.619,0.738,0.3269732787935257,0.4571254610880617,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12562.062592799999,12558.516000000001,-5.7665806133899995,-5.7665806133899995,3.483,1.9280000000000002,176.0,HARPS_ech_obs_objA,2006-12-31T01:56:29.476,0.37,11.5145681855,-9999999.0,0.8740000000000001,5.518852006981539,-9999999.0,0.00042580422805089046,0.0005840186389257442,0.0007608931352657576,0.441757281021,1.0959999999999999,0.574518916174,0.574518916174,1.046,1.05717503031,0.0,GJ136
46,-9999999.0,-8.95853224293,-8.963804841830001,-0.00163576768854,2454100.7464,2454100.74575,40.9060227513,2.5195157032121926,"STAR,WAVE,G2.5V",0.882,-9999999.0,119.9996,6.769237326310001,7.10208543293,0.43800785661531866,G2,2.4700782732,1.3,0.6920000000000001,0.32129318826676884,0.4534458964057392,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12559.4486468,12556.221000000001,-7.39596683962,-7.39596683962,1.9,1.9280000000000002,143.0,HARPS_ech_obs_thosimult,2006-12-31T05:53:32.702,0.42,10.422390247000001,-9999999.0,0.8740000000000001,6.782456290913088,-9999999.0,0.0005190081832756071,0.0007180206436500984,0.0009375994614365437,0.535791228751,1.137,0.7154466073479999,0.7154466073479999,1.129,1.2893515793299999,0.0,GJ136
47,-9999999.0,-8.95916849746,-8.96442960183,-0.006092163051970001,2454100.7480099997,2454100.7473299997,40.895799653000005,0.440924172205334,"STAR,WAVE,G2.5V",0.6509999999999999,-9999999.0,119.999,8.433332527020001,7.105548537360001,0.43763986721843984,G2,0.408537600049,1.297,0.691,0.3219728973946026,0.4548238382978514,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12559.9484519,12556.723,-6.28307642377,-6.28307642377,3.013,1.9280000000000002,122.1,HARPS_ech_obs_thosimult,2006-12-31T05:56:03.580,0.32,11.3087257809,-9999999.0,0.8740000000000001,8.441470864031542,-9999999.0,0.0006138970995675473,0.0008463283928722103,0.0011051551335802738,0.618955731443,1.179,0.831693692676,0.831693692676,1.206,1.36502683493,0.0,GJ136
48,-9999999.0,-8.95996558407,-8.965245117939999,-0.0068200033723000006,2454100.75009,2454100.74947,40.908860029,-1.011552687770223,"STAR,WAVE,G2.5V",0.46299999999999997,-9999999.0,120.0008,8.645850682739999,7.10503124572,0.4382215136807872,G2,-1.05159006626,1.2930000000000001,0.691,0.3198523098531261,0.4558907749489177,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12559.2616155,12556.041000000001,-7.156260141919999,-7.156260141919999,2.141,1.9280000000000002,105.9,HARPS_ech_obs_thosimult,2006-12-31T05:58:34.558,0.56,11.9320530716,-9999999.0,0.8740000000000001,8.655194797890625,-9999999.0,0.0007042333236107442,0.0009757033362485756,0.0012791057618853042,0.710246713012,1.229,0.9682203174770001,0.9682203174770001,1.304,2.0736008515099997,0.0,GJ136
49,-9999999.0,-7.22987425445,-7.234801534339999,-0.0109223460682,2454123.56984,2454123.56918,41.0801005687,36.40772309516079,"STAR,DARK,G2V",0.0,-9999999.0,60.0,11.4917906849,7.065253785510001,0.4363836568554756,G2,36.3235697819,1.82,0.924,0.3313468525250203,0.4494240345278464,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12548.4706828,12544.685,-19.138462817,-19.138462817,-10.075,1.966,80.4,HARPS_ech_obs_objA,2007-01-23T01:40:39.872,0.36,-15.097472718199999,-9999999.0,0.61,11.528586771942566,-9999999.0,0.0009285465376831227,0.0013005440502431634,0.0016860936193141222,0.927267456964,1.328,1.2583684882500001,1.2583684882500001,1.3980000000000001,2.09280078795,0.0,GJ136
50,-9999999.0,-7.23157731833,-7.2363523167600015,-0.0163871049007,2454123.57164,2454123.5709700002,41.1007249131,13.290128610000767,"STAR,WAVE,G2.5V",0.29100000000000004,-9999999.0,120.0021,12.80499256,7.06597238146,0.4359116627392772,G2,13.244081370899998,1.817,0.924,0.33102969128152976,0.4531253537466058,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12548.2385939,12544.456,-20.553267508599998,-20.553267508599998,-11.489,1.966,68.7,HARPS_ech_obs_thosimult,2007-01-23T01:42:52.419,0.37,-17.9750293595,-9999999.0,0.61,12.834591987187126,-9999999.0,0.001086724084852438,0.0015358452565471348,0.001997525639876828,1.10315217358,1.456,1.49660699007,1.49660699007,1.6159999999999999,2.94996600277,0.0,GJ136
51,-9999999.0,-7.23314282148,-7.23790485742,-0.00903097681604,2454123.57331,2454123.57263,41.1109155248,19.772560192114085,"STAR,WAVE,G2.5V",0.267,-9999999.0,120.0008,9.89581457991,7.065980681849999,0.4360511058563636,G2,19.6857256778,1.814,0.9229999999999999,0.33171396504860523,0.4540738488590995,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12548.841549200002,12545.062,-19.108526021,-19.108526021,-10.045,1.966,82.8,HARPS_ech_obs_thosimult,2007-01-23T01:45:23.327,0.31,-19.4872933556,-9999999.0,0.61,9.940522673908573,-9999999.0,0.000927835466158968,0.0012656554591039162,0.001648356097290257,0.868520336778,1.288,1.1669825818000001,1.1669825818000001,1.317,2.68614663826,0.0,GJ136
52,-9999999.0,-7.23469932536,-7.2394489392,0.14402901990800002,2454123.57497,2454123.57427,37.940752618699996,-477.21819948393403,"STAR,WAVE,G2.5V",0.41200000000000003,-9999999.0,119.9996,415.72411040699996,7.179052807250001,0.3609476859207156,G2,-382.500197074,1.81,0.9229999999999999,0.2616614498992413,0.5505439158446302,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12367.195519399998,12363.42,-118.77714714,-118.77714714,-109.712,1.966,3.4,HARPS_ech_obs_thosimult,2007-01-23T01:47:54.305,0.25,59.7149828158,-9999999.0,0.61,414.7331991914208,-9999999.0,0.03070280729674365,0.05170367154681951,0.0677953791156113,7.8803604722300005,7.937,43.205105366000005,43.205105366000005,43.208999999999996,84.12485712760001,64.0,GJ136
53,-9999999.0,-7.15370900253,-7.15862802658,-0.0134997679421,2454124.595,2454124.5943299998,41.1027931518,18.661829228003022,"STAR,DARK,G2V",0.0,-9999999.0,59.9992,5.437729312389999,7.064001642589999,0.43397076281127983,G2,18.6185652261,0.308,0.42700000000000005,0.3331623645566217,0.4524087141213952,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12551.2471495,12548.971000000001,-16.0549602285,-16.0549602285,-6.495,1.9680000000000002,158.8,HARPS_ech_obs_objA,2007-01-24T02:16:55.959,0.35,-20.697216727,-9999999.0,0.8740000000000001,5.495382981967295,-9999999.0,0.00047058894026348787,0.000650106894376174,0.0008458135695391097,0.487559308995,1.115,0.623303275628,0.623303275628,1.073,1.4696017429100001,0.0,GJ136
54,-9999999.0,-7.155481870569999,-7.160220765339999,-0.0119242480587,2454124.59713,2454124.59647,41.0912585114,18.07093721748697,"STAR,WAVE,G2.5V",0.384,-9999999.0,119.9993,3.94605979661,7.061799839550001,0.4339638741178921,G2,18.025227737,0.304,0.42700000000000005,0.3320397343931499,0.4517325548468342,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12552.841681200001,12550.57,-15.221463117599999,-15.221463117599999,-5.66,1.9680000000000002,224.5,HARPS_ech_obs_thosimult,2007-01-24T02:19:31.588,0.41,-18.6266414239,-9999999.0,0.8740000000000001,4.018512727376642,-9999999.0,0.0003319473204300524,0.00045736744138940184,0.0005958838997945952,0.34839316130500003,1.062,0.44361848538800003,0.44361848538800003,0.98,0.996321403151,0.0,GJ136
55,-9999999.0,-7.156941360039999,-7.16168582137,-0.0134628105822,2454124.5989,2454124.59824,41.0914472213,6.801571303438651,"STAR,WAVE,G2.5V",0.245,-9999999.0,119.9987,4.619355849740001,7.062665483180001,0.4328829748746826,G2,6.7457303203,0.3,0.426,0.3324408842473686,0.4514465334302018,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12552.0422736,12549.774,-15.6259281259,-15.6259281259,-6.065,1.9680000000000002,219.2,HARPS_ech_obs_thosimult,2007-01-24T02:22:03.356,0.42,-19.7046686063,-9999999.0,0.8740000000000001,4.681927149108311,-9999999.0,0.00034004020758321635,0.0004689102881446888,0.0006103014031128872,0.355520491096,1.064,0.45128726177,0.45128726177,0.983,0.898639550669,0.0,GJ136
56,-9999999.0,-7.158367264680001,-7.163106944369999,-0.0128416282533,2454124.6006400003,2454124.59999,41.0988276972,8.79399098812415,"STAR,WAVE,G2.5V",0.47700000000000004,-9999999.0,120.0011,4.3926398863300005,7.06234434256,0.43292859723828336,G2,8.748361061239999,0.297,0.426,0.33150004415454154,0.4520714692975855,HARPS_ech_obs_all,078.C-0833(A),UNKNOWN,12.5,12551.6775427,12549.413,-15.749694328499999,-15.749694328499999,-6.189,1.9680000000000002,226.8,HARPS_ech_obs_thosimult,2007-01-24T02:24:34.294,0.42,-18.4685598664,-9999999.0,0.8740000000000001,4.458563092684212,-9999999.0,0.00032736164798789275,0.0004521427316217586,0.0005897335714403593,0.34557241633,1.061,0.439742672125,0.439742672125,0.978,1.0012525461,0.0,GJ136
57,-9999999.0,-6.20175845296,-6.20665043615,-0.0162125126578,2454133.63711,2454133.63644,40.902546387600005,-1.341881164219146,"STAR,DARK,G2V",0.0,-9999999.0,60.0003,7.437386600710001,7.088443573819999,0.44070631160475854,G2,-1.4039305988600002,-0.389,-0.48700000000000004,0.33087480791740204,0.4600233576292752,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12575.476725499999,12573.883,8.28300036582,8.28300036582,18.757,1.983,123.7,HARPS_ech_obs_objA,2007-02-02T03:17:50.744,0.36,11.4446708704,-9999999.0,0.8740000000000001,7.418344831803775,-9999999.0,0.0006011593875989191,0.0008357034505063963,0.0010859383599922043,0.62784913944,1.183,0.8259958511290001,0.8259958511290001,1.202,1.66144044223,0.0,GJ136
58,-9999999.0,-6.065555220659999,-6.0704594507200005,-0.0117289795806,2454134.6036,2454134.60293,40.8461818258,-13.310275437184893,"STAR,DARK,G2V",0.0,-9999999.0,60.001000000000005,7.10468495624,7.096198167939999,0.4390868022257758,G2,-13.321984206400002,-0.355,-0.525,0.3399491452430662,0.4606921910614513,HARPS_ech_obs_all,078.C-0044(A),UNKNOWN,12.6,12575.5260206,12573.896,7.93233789546,7.93233789546,18.445,1.985,111.0,HARPS_ech_obs_objA,2007-02-03T02:29:38.811,0.34,18.6679297149,-9999999.0,0.8740000000000001,7.10063364177203,-9999999.0,0.0006738261612337646,0.0009342507683202777,0.0012125017960368473,0.690567138883,1.218,0.913266490327,0.913266490327,1.264,2.0223496033900004,0.0,GJ136
59,-9999999.0,6.599377293990001,6.594456515730001,0.00334018651103,2454310.92533,2454310.9246799997,40.7285226802,-8.969750928007953,"STAR,WAVE,G2.5V",-0.49700000000000005,-9999999.0,119.9985,5.24488604559,7.10548323673,0.44247930366699934,G2,-9.01042343242,0.10300000000000001,0.41,0.3352069546556292,0.462962357142745,HARPS_ech_obs_all,079.C-0681(A),UNKNOWN,12.5,12567.1497229,12564.767,-1.54976189369,-1.54976189369,8.027000000000001,2.28,184.3,HARPS_ech_obs_thosimult,2007-07-29T10:08:49.422,0.43,32.9372230603,-9999999.0,0.8740000000000001,5.246082931516343,-9999999.0,0.00041092262486557273,0.0005576288123951682,0.000723629040281786,0.420089498288,1.087,0.533786721529,0.533786721529,1.024,1.05026981826,0.0,GJ136
60,-9999999.0,6.59727775849,6.5923596701,0.00240003478667,2454310.92707,2454310.92642,40.7280059415,-6.520210614052697,"STAR,WAVE,G2.5V",-0.6920000000000001,-9999999.0,119.9978,4.837709472149999,7.1056289891999995,0.4423022505376215,G2,-6.54917346957,0.099,0.41,0.33627613927335903,0.4650779048153158,HARPS_ech_obs_all,079.C-0681(A),UNKNOWN,12.5,12567.2056357,12564.827,-1.54838369299,-1.54838369299,8.03,2.28,185.8,HARPS_ech_obs_thosimult,2007-07-29T10:11:20.240,0.43,34.1374256827,-9999999.0,0.8740000000000001,4.838141943433644,-9999999.0,0.0004082888122187516,0.0005542405350170123,0.0007198240067670237,0.415586228638,1.0859999999999999,0.528824738502,0.528824738502,1.021,1.2122033333600002,0.0,GJ136
61,-9999999.0,6.5951853836300005,6.59027004842,0.00631514271359,2454310.92881,2454310.92815,40.7347004263,-2.530132841435948,"STAR,WAVE,G2.5V",-0.821,-9999999.0,120.0009,5.38493937622,7.10441407094,0.4419348306692605,G2,-2.57973270321,0.096,0.409,0.3362577051787601,0.4656626884785649,HARPS_ech_obs_all,079.C-0681(A),UNKNOWN,12.5,12567.9533154,12565.577,-0.929395097057,-0.929395097057,8.649,2.28,191.6,HARPS_ech_obs_thosimult,2007-07-29T10:13:51.179,0.42,33.0434089427,-9999999.0,0.8740000000000001,5.384589347410508,-9999999.0,0.000394694584499306,0.0005371539521767521,0.0006984024300369562,0.404144566661,1.081,0.513351470581,0.513351470581,1.013,1.03195893535,0.0,GJ136
62,-9999999.0,3.6367966373000002,3.6312409965900003,-0.0049936997678999995,2454335.82218,2454335.82152,40.9296769924,4.777083362624648,"STAR,WAVE,G2.5V",0.138,-9999999.0,119.9995,5.60636473655,7.07620814499,0.43581983308141614,G2,4.76265826826,0.688,0.233,0.3425240447569167,0.4544150216863124,HARPS_ech_obs_all,079.C-0681(A),UNKNOWN,12.5,12556.893531200001,12553.883999999998,-10.2032717741,-10.2032717741,-0.449,2.322,148.6,HARPS_ech_obs_thosimult,2007-08-23T07:39:43.595,0.41,6.723068757209999,-9999999.0,0.8740000000000001,5.628103728325697,-9999999.0,0.0005018030504754879,0.0006928259282291207,0.0009015572699703883,0.5194006922869999,1.129,0.664800821805,0.664800821805,1.0979999999999999,1.2748563314299999,0.0,GJ136
63,-9999999.0,3.6348281974300005,3.6292615644999997,-0.00476233209297,2454335.82394,2454335.82328,40.9282946282,-4.92233714809689,"STAR,WAVE,G2.5V",0.33,-9999999.0,120.0009,6.567289913740001,7.077509344169999,0.4347369288068009,G2,-4.92803970347,0.685,0.23199999999999998,0.3423368466196558,0.4560521257002122,HARPS_ech_obs_all,079.C-0681(A),UNKNOWN,12.5,12556.3434971,12553.336000000001,-12.068746405699999,-12.068746405699999,-2.314,2.322,140.8,HARPS_ech_obs_thosimult,2007-08-23T07:42:14.094,0.42,8.82472749193,-9999999.0,0.8740000000000001,6.585742962478925,-9999999.0,0.0005308078026098817,0.0007314107306787327,0.0009536995649071133,0.544473358035,1.141,0.6974964720919999,0.6974964720919999,1.1179999999999999,1.01954199047,0.0,GJ136
